Nome_Org;Website
EMPRESA DE SERVIÇOS E DESENVOLVIMENTO DE SOFTWARE, SA;https://cotecportugal.pt/associates/edisoft-empresa-de-servicos-e-desenvolvimento-de-software-s-a/
ASSOCIAÇÃO PORTUGUESA DAS EMPRESAS DE DISPOSITIVOS MÉDICOS;https://www.apormed.pt/
ASSOCIAÇAO DOS INDÚSTRIAIS DE SUB-EMPREITEIROS DA CONSTRUÇÃO CIVIL;https://www.aiccopn.pt/
ASSOCIAÇAO PORTUGUESA DE EMPRESAS DE SERVIÇOS PARA FEIRAS E EXPOSIÇÕES;https://www.aeportugal.pt/pt/servicos-1/feiras-e-congressos/
ASSOCIAÇAO PORTUGUESA DE ESTÉTICA APLICADA E PROFISSÕES AFINS;http://www.apestetica.org/
UNIÃO DAS ASSOCIAÇÕES DE COMERCIANTES DOS CONCELHOS LIMÍTROFES DE LISBOA E OUTROS;https://www.uacs.pt/
ASSOCIAÇAO PORTUGUESA DE EMPRESAS DE INFORMAÇÃO DE NEGÓCIOS;https://agc.sg.mai.gov.pt/details?id=579056
ASSOCIAÇAO DOS COMERCIANTES DE ARTIGOS FUNERÁRIOS E RELIGIOSOS DO DISTRITO DE LISBOA;https://www.uacs.pt/
ASSOCIAÇAO PORTUGUESA DE EMPRESAS DE ANIMAÇÃO CULTURAL E TURISMO DE NATUREZA E AVENTURA;http://apecate.pt/ana-barbosa/
AGENCIA DE NOTICIAS DE PORTUGAL, SA;https://www.lusa.pt/
ATTIMA ASSOCIAÇAO DE TRANSPORTADORES DE TERRAS INERTES MADEIRAS E AFINS;http://portalnacional.com.pt/empresa/attima-associacao-dos-transportadores-de-terras-inertes-madeiras-e-afins-451789/
O E MANUTENÇÃO DE CENTRAIS TERMOELÉCTRICAS, SA;https://ranking-empresas.dinheirovivo.pt/TERGEN-OPERACAO-MANUTENCAO-CENTRAIS-TERMOELECTRICAS
ASSOCIAÇÃO DOS INDÚSTRIAIS DE AUTOMOVEIS;http://www.arac.pt/
FEDERAÇÃO DA INDÚSTRIA HOTELEIRA E DA RESTAURAÇAO DE PORTUGAL;https://ahresp.com/
BRISA , AUTO-ESTRADAS DE PORTUGAL, SA;https://www.brisa.pt/pt/
ASSOCIAÇÃO PORTUGUESA DE SUPLEMENTOS ALIMENTARES;https://www.apard.pt/
GRUPO PESTANA POUSADAS - INVESTIMENTOS TURÍSTICOS, SA;https://pt.kompass.com/c/grupo-pestana-pousadas-investimentos-turisticos-s-a/pt030653/
CAIXA GERAL DE DEPÓSITOS, SA;https://www.cgd.pt/Institucional/Grupo-CGD/Banca-Comercial/Pages/caixa-geral-depositos.aspx
ASSOCIAÇÃO PORTUGUESA DE TINTAS;http://www.aptintas.pt/index.aspx
ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE GESTÃO E RECUPERAÇÃO DE CRÉDITOS;https://aperc.pt/
GENERAL CABLE CELCAT, ENERGIA E TELECOMUNICAÇÕES, SA;https://www.generalcable.com/eu/en
APL-ADMINISTRAÇÃO DO PORTO DE LISBOA, SA;https://www.portodelisboa.pt/
ASSOCIAÇÃO NACIONAL DAS EMPRESAS DE RECURSOS HUMANOS;https://www.apesperh.pt/
COMPANHIA DE SEGUROS IMPÉRIO BONANÇA, SA;https://www.asf.com.pt/NR/exeres/4318C51D-8508-43E4-8E81-16B5FCBA1F7A.htm
TEATRO NACIONAL D.MARIA II;http://tndm.pt/
VEÍCULOS PESADOS, SA;https://www.europa-camioes.com/351115/auto-sueco-portugal-veiculos-pesados-s-a-pesados-usados.html
ASSOCIAÇAO NACIONAL DAS EMPRESAS OPERADORAS PORTUÁRIAS;http://www.anesul.pt/quem-somos.php
ASSOCIAÇAO DOS FABRICANTES PORTUGUESES DE FECHOS DE CORRER;https://empresite.jornaldenegocios.pt/Actividade/FABRICA-DE-FECHOS-DE-CORRER/
ASSOCIAÇAO PORTUGUESA DOS COMERCIANTES DE VENDA DIRECTA (EXTINTA);http://apcvd.pt/
ASSOCIAÇAO PORTUGUESA DE ODONTOLOGISTAS;https://www.saudeoral.pt/medicos-dentistas/portugal-ja-tem-associacao-representante-dos-dentistas-dos-servicos-publicos/
ASSOCIAÇAO DE SEGURADORES PRIVADOS EM PORTUGAL;https://www.apseguradores.pt/pt/
ASSOCIAÇAO DOS INDÚSTRIAIS DE TANOARIA DO SUL;https://joram.madeira.gov.pt/joram/3serie/Ano%20de%202001/IIISerie-09-2001-05-02.pdf
ASSOCIAÇAO DOS INDÚSTRIAIS E EXPORTADORES DE PRODUTOS RESINOSOS;https://dre.pt/web/guest/pesquisa-avancada/-/asearch/292295/details/normal?emissor=Supremo+Tribunal+de+Justi%C3%A7a&perPage=50&types=JURISPRUDENCIA&search=Pesquisar
FEDER PORTUGUESA DOS TRANSPORTADORES RODOVIÁRIOS;https://antram.pt/
ASSOCIAÇAO PORTUGUESA DOS INDÚSTRIAIS DE VESTUÁRIO;https://atp.pt/pt-pt/quem-somos/
COMPANHIA PRODUTORA DE MALTE E CERVEJA - A PORTUGÁLIA;https://www.portugalia.com.mo/pt-pt/a-nossa-historia/
ASSOCIAÇAO PORTUGUESA DAS EMPRESAS CINEMATOGRÁFICAS;https://ica-ip.pt/pt/contatos-uteis/associacoes-instituicoes/
BANCO DE FOMENTO E EXTERIOR, SA;https://arquivos.rtp.pt/conteudos/reprivatizacao-do-banco-de-fomento-e-exterior/
BRITISH LEYLAND DE PORTUGAL, LDª;https://portalclassicos.com/foruns/index.php?threads/british-leyland-em-portugal.33571/
CAIXA DE CRÉDITO AGRÍCOLA MÚTUO DO CADAVAL;https://www.creditoagricola.pt/institucional/o-grupo-ca/contactos/caixas/cadaval
FUNDAÇÃO PARA A DIVULGAÇÃO DAS TECNOLOGIAS DE INFORMAÇÃO;https://www.adop.pt/FAQ/FDTI
COMPANHIA DE SEGUROS BONANÇA, SA;https://www.asf.com.pt/NR/exeres/4318C51D-8508-43E4-8E81-16B5FCBA1F7A.htm
ABB HIDRO, EQUIPAMENTOS HIDROELÉCTRICOS, SA;https://new.abb.com/low-voltage/pt-pt
CONSTRUÇÕES MN TIAGO, SA;https://www.infotrustgo.pt/empresa/construcoes-m-n-tiago-sa
MEDICINA APOIADA, SA;https://www.medipedia.pt/home/home.php?module=medilistaAnuncio&idmed=902&tipo=2
O TRABALHO COMPANHIA DE SEGUROS;http://web3.cmvm.pt/sdi2004/emitentes/docs/fsd1112.pdf
INSTITUTO LUSO FÁRMACO, LDª;https://www.indice.eu/pt/medicamentos/laboratorios/instituto-luso-farmaco-lda/informacao-geral
FÁBRICA JERÓNIMO OSÓRIO DE CASTRO, HERD. LDA;https://www.tuugo.pt/Companies/os%C3%B3rio-de-castro-lda./0240003242790
ESTORIL OCIDENTAL;https://empresite.jornaldenegocios.pt/Actividade/OCIDENTAL-SEGUROS/freguesia/UNIAO-FREGUESIAS-CASCAIS-ESTORIL/
COOPERATIVA AGRÍCOLA DE LOURES;https://pt-pt.facebook.com/cooploures
BIO FRANCO - INDÚSTRIA DE QUÍMICA FINA, LDª;http://www.abifina.org.br/
ASSOCIAÇAO PORTUGUESA DAS EMPRESAS DE PUBLICIDADE EXTERIOR;http://www.get-fashion.com/
ASSOCIAÇAO DOS COMERCIANTES NOS MERCADOS DE LISBOA;https://www.uacs.pt/conteudo/associacoes-integradas-protocoladas/associacao-comerciantes-mercados
SOCIEDADE IBÉRICA DE OLEAGIONOSAS, SA;http://www.iberol.pt/en/sobre-nos/
SHELL PORTUGUESA, SA;https://www.guianet.pt/en/shell-portuguesa-sa-27374
SOCIEDADE INDÚSTRIAS FARMACÊUTICA, SA;https://sidefarma.pt/pt/
SOCIEDADE NACIONAL DE FÓSFOROS;http://monumentosdesaparecidos.blogspot.com/2016/11/sociedade-nacional-de-fosforos-lordelo.html
OFICINAS GERAIS DE FARDAMENTO E EQUIPAMENTO, EP;https://arqhist.exercito.pt/details?id=38719
ASSOCIAÇAO NACIONAL DOS MÉDICOS DE ENDOSCOPIA DIGESTIVA;https://www.sped.pt/
CATERAIR PORTUGAL LDA;https://www.jaaqui.pt/empresa/caterair-portugal-assistencia-a-bordo-lda/detalhe/185232
BANCO PINTO & SOTTO MAYOR;https://www.bportugal.pt/arquivo/details?id=18307
ARMAZENAGEM E DISTRIBUIÇÃO, LDA;https://empresite.jornaldenegocios.pt/SALVESEN-LOGISTICA-ARMAZENAGEM-DISTRIBUICAO.html
ASSOCIAÇÃO PORTUGUESA DOS EMPREGADORES DE RESÍDUOS E LIMPEZA URBANA;https://empresite.jornaldenegocios.pt/APERLU-ASSOCIACAO-PORTUGUESA-EMPREGADORES-SECTOR-RESIDUOS-LIMPEZA-URBANA-LISBOA.html
ASSOCIAÇÃO PORTUGUESA DE EMPRESAS DE INVESTIMENTO;http://www.cmvm.pt/pt/Legislacao/ConsultasPublicas/CMVM/Documents/APCAssociacaoPortuguesadeEmpresasdeInvestimento.pdf
NH HOTEL RALLYE PORTUGAL, UNIPESSOAL LDA;https://empresite.jornaldenegocios.pt/NH-HOTEL-RALLYE-PORTUGAL.html
ASSOCIAÇAO NACIONAL DAS EMPRESAS DE SERVIÇO DE MERCHANDISING;https://portalnacional.com.pt/empresa/anesm-associacao-nacional-das-empresas-de-servicos-de-merchandising-451375/
ASSOCIAÇAO CERVEJEIROS DE PORTUGAL;https://www.cervejeirosdeportugal.pt/
GEBALIS,GESTÃO DOS BAIRROS MUNICIPAIS DE LISBOA EM;https://www.gebalis.pt/
FEDERAÇÃO NACIONAL DOS PRESTADORES DE CUIDADOS DE SAÚDE;http://www.fns.pt/
MONDELEZ PORTUGAL IBERIA PRODUTION, SA;https://portalnacional.com.pt/empresa/mondelez-portugal-iberia-production-s-a-302773/
PARVALOREM, SA;https://www.parvalorem.pt/
ASSOCOCIAÇAO DOS PROFISSIONAIS E EMPRESAS DE MEDIAÇÃO IMOBILIÁRIA DE PORTUGAL;https://apemip.pt/
ASSOCIAÇAO DA HOTELARIA, RESTAURAÇÃO E SIMILARES DE PORTUGAL;https://ahresp.com/
ASSOCIAÇÃO PORTUGUESA DA INDÚSTRIA DE OURIVESARIA;https://www.apio.pt/
SERVIÇOS DE ASSISTÊNCIA, LDA;https://empresite.jornaldenegocios.pt/ACP-SERVICOS-ASSISTENCIA.html
ASSOCIAÇÃO PORTUGUESA DE NATUROPATIA;http://www.apnaemmovimento.pt/
COMÉRCIO E DISTRIBUIÇÃO DE PRODUTOS DE CONSUMO, CRL;https://www.leiloeiradolena.com/pt/auction/view/id/1290
ASSOCIAÇAO PORTUGUESA DOS COMERCIANTES DE VENDA AO DOMICÍLIO (APCVD);http://apcvd.pt/
EMPRESA PORTUGUESA DAS ÁGUAS LIVRES, SA;https://www.epal.pt/
MOBILIDADE JUVENIL - COOPERATIVA DE INTERESSE PÚBLICO, LDA;https://www.movijovem.pt/contactos/
ASSOCIAÇAO DOS ARMADORES DAS PESCAS INDÚSTRIAIS;http://www.comunidadeportuariadeaveiro.pt/sartigo/index.php?x=5774
FEDERAÇÃO DAS ASSOCIAÇÕES DE BARBEIROS CABELEIREIROS E INSTITUTOS DE BELEZA;https://pt-pt.facebook.com/associacaodecabeleireiros.apbcib
ASSOCIAÇAO NACIONAL DOS INDÚSTRIAIS DE LAVANDARIA E TINTURARIA;https://www.guianet.pt/en/associacao-nacional-dos-industriais-de-lavandaria-e-tinturaria-39766
ASSOCIAÇAO NACIONAL DE PRODUTORES DE TAPETES DE ARRAIOLOS;https://empresite.jornaldenegocios.pt/ANPROTA-ASSOCIACAO-NACIONAL-PRODUTORES-TAPETE-ARRAIOLOS-DESENVOLVIMENTO-PROMOCAO-VALORIZACAO.html
ASSOCIAÇAO NACIONAL DAS INDÚSTRIAS DE EMBALAGENS METÁLICAS;https://empresite.jornaldenegocios.pt/ANIEM-ASSOCIACAO-NACIONAL-INDUSTRIAS-EMBALAGENS-METALICAS.html
FUNDAÇÃO CALOUSTE GULBENKIAN;https://gulbenkian.pt/
ASSOCIAÇAO PORTUGUESA DE ACUPUNCTURA SU JOK;https://agc.sg.mai.gov.pt/details?id=579633&ht=senhora
ASSOCIAÇAO NACIONAL DOS INDÚSTRIAIS DE BARRO VERMELHO;https://m.yelp.com/biz/associa%C3%A7%C3%A3o-nacional-dos-industriais-de-barro-vermelho-lisboa
ASSOCIAÇÃO PORTUGUESA DE AGENCIAS DE MEIOS;http://www.apame.pt/quemsomos
EIA - ENSINO, INVESTIGAÇÃO E ADMINISTRAÇÃO, SA;https://www.uatlantica.pt/index.php/historia/
ASSOCIAÇAO NACIONAL DE EMPRESAS DE LOTARIA E OUTROS JOGOS;https://empresite.jornaldenegocios.pt/ASSOCIACAO-NACIONAL-EMPRESAS-LOTARIA-OUTROS-JOGOS-APOSTA-ANELOJA.html
FEDERAÇÃO DAS ACTIVIDADES TURISTICAS E DE ANIMAÇÃO DE PORTUGAL;https://apecate.pt/
ASSOCIAÇAO NACIONAL DOS INDÚSTRIAIS DE LICORES E BEBIDAS ESPIRITUOSAS(NÃO VINICAS);http://anebe.pt/associados/
ASSOCIAÇAO EMPRESARIAL DOS CONCELHOS DE VILA FRANCA DE XIRA E ARRUDA DOS VINHOS(ACIS);https://acis.org.pt/quem-somos/
CASA DO AZEITE - ASSOCIAÇAO DO AZEITE DE PORTUGAL;http://www.casadoazeite.pt/Casa-do-Azeite/Quem-somos
ASSOCIÇAO DOS INDÚSTRIAIS DE MOAGEM DO CENTRO;https://www.guianet.pt/en/a-p-i-m-associacao-portuguesa-da-industria-de-moagem-divisao-norte-262459
ASSOCIAÇAO DOS INDÚSTRIAIS DE ARAME E DE PRODUTOS DERIVADOS;https://agc.sg.mai.gov.pt/results?t=associa%C3%A7%C3%A3o&s=Rank&sd=False&p=1533
COBERT TELHAS, SA;https://www.bmigroup.com/pt
ASSOCIAÇÃO PORTUGUESA DAS AGÊNCIAS DE VIAGENS E TURISMO;http://www.apavtnet.pt/
ASSOCIAÇAO NACIONAL DOS INDÚSTRIAIS DE FOTOGRAFIA;https://portalnacional.com.pt/empresa/associacao-nacional-dos-industriais-de-fotografia-a-n-i-f-451749/
ASSOCIAÇAO PORTUGUESA DAS EMPRESAS DO SECTOR ELÉCTRICO E ELECTRÓNICO;http://www.animee.pt/
COMPANHIA NACIONAL DE BAILADO;http://www.cnb.pt/
ASSOCIAÇAO PORTUGUESA DOS INDÚSTRIAIS DE MADEIRA;https://aimmp.pt/
FEDERAÇÃO DAS INDÚSTRIAS PORTUGUESAS AGRO-ALIMENTARES;https://www.fipa.pt/
CONFEDERAÇÃO DOS AGRICULTORES DE PORTUGAL;https://www.cap.pt/
ASSOCIAÇAO PORTUGUESA DE MEDICINA TRADICIONAL;https://appa-mtc.org/
CONFEDERAÇÃO DO COMERCIO E SERVIÇOS DE PORTUGAL(CCP);https://www.ccp.pt/
A.A.N.P. - ASSOCIAÇÃO DOS AGENTES DE NAVEGAÇÃO DE PORTUGAL;https://www.ccip.pt/en/members/members/associacao/aanp-associacao-dos-agentes-de-navegacao-de-portugal
ASSOCIAÇAO DOS COMERCIANTES DE COMBUSTÍVEIS DOMÉSTICOS DO DISTRITO DE LISBOA;http://arquivodigitalcomercio.fcsh.unl.pt/index.php/atas-das-reunioes-da-comissao-corporativa-emergente-do-contrato-coletivo-de-trabalho-entre-o-gremio-concelhio-dos-comerciantes-de-combustiveis-domesticos-e-o-sindicato-nacional-dos-caixeiros-do-distrito-de-lisboa-3
AUTORIDADE NACIONAL DO MEDICAMENTO E PRODUTOS DE SAÚDE, IP;https://www.infarmed.pt/
AMCOR FLEXIBLES NEOCEL, LDA;https://www.dnb.com/business-directory/company-profiles.amcor_flexibles_neocel_-_embalagens_unipessoal_lda.9333dc5123968a97d9b2f2480aa60bde.html
ASSOCIAÇAO NACIONAL DOS MÉDICOS DE EEG/NEUROFISIOLOGIA CLINICA;https://apeegnc.com/
ASSOCIAÇÃO DOS INDÚSTRIAIS DE PRÓTESE DENTÁRIA;https://empresite.jornaldenegocios.pt/ASSOCIACAO-INDUSTRIAIS-PROTESE-DENTARIA-LISBOA.html
ASSOCIAÇAO NACIONAL DE EMPRESAS DE SEGURANÇA ALIMENTAR;http://www.anesaportugal.org/
EQUANT PORTUGAL,SA;https://www.anacom.pt/render.jsp?contentId=1344685
ASSOCIAÇAO DOS OPERDORES DE FRUTAS DO MERCADO ABASTECEDOR DA REGIÃO DE LISBOA;https://empresite.jornaldenegocios.pt/ASSOMARL-ASSOCIACAO-OPERADORES-FRUTAS-MERCADO-ABASTECEDOR-REGIAO-LISBOA-LOURES.html
ASSOCOCIAÇAO COMERCIAL E INDÚSTRIAL DO CONCELHO DE ALENQUER;https://empresite.jornaldenegocios.pt/ASSOCIACAO-COMERCIAL-INDUSTRIAL-CONCELHO-ALENQUER.html
NAVEGAÇÃO AÉREA DE PORTUGAL-EP;https://www.nav.pt/
AGENCIA PARA O INVESTIMENTO E COMÉRCIO EXTERNO DE PORTUGAL, E.P.E. (AICEP, E.P.E.);http://www.portugalglobal.pt/
INVESTIMENTOS, COMÉRCIO E TURISMO DE PORTUGAL;http://bdjur.almedina.net/item.php?field=node_id&value=1030360
ASSOCIAÇAO PORTUGUESA DE INDÚSTRIA E IMPORTAÇAO DE ESPECIALIDADES FARMACÊUTICAS;https://www.apifarma.pt/apifarma/Paginas/default.aspx
ASSOCIAÇAO DOS INDÚSTRIAIS DE MASSAS ALIMENTÍCIAS, BOLACHAS E CHOCOLATES;https://www.abimapi.com.br/
ASSOCIAÇAO DOS INDÚSTRIAIS DE PRODUTOS DE CONSERVAÇÃO DE LIMPEZA;http://www.aisdpcl.org.pt/
ASSOCIAÇAO PORTUGUESA DE HOTEIS;https://www.hoteis-portugal.pt/
ASSOCIAÇAO NACIONAL DOS CORRETORES DE SEGUROS;https://www.asf.com.pt/NR/exeres/D885CD55-6534-42AC-BD65-0962CADB9CFF,frameless.htm
INVESTIMENTOS E PARTICIPAÇÕES EMPRESARIAIS, SA;http://web3.cmvm.pt/sdi2004/emitentes/docs/fsd2440.pdf
TIBBETT & BRITTEN PORTUGAL, LDA;https://en.wikipedia.org/wiki/Lawrence_Tibbett
RADIODIFUSÃO PORTUGUESA, SA;https://en.wikipedia.org/wiki/R%C3%A1dio_e_Televis%C3%A3o_de_Portugal
SOCIEDADE INDÚSTRIAL DE EXPANSÃO FARMACEUTICA, LDA;https://sidefarma.pt/pt/
SOCIEDADE DE PLACAS DE BETÃO, LDA;https://soplacas.com/
GASES INDÚSTRIAIS, SA;https://www.gasin.com.pt/
SOCIEDADE DE EMBALAGENS E SACOS DE PAPEL, SA;https://www.dnb.com/business-directory/company-profiles.sacopor_-_sociedade_de_embalagens_e_sacos_de_papel_sa.70db98566181b48e.html
ALCATEL PORTUGAL, SA;https://www.itjobs.pt/empresa/alcatel-portugal-sa
ENTREPOSTO COMERCIAL-VEÍCULOS E MÁQUINAS, SA;https://pt.kompass.com/c/entreposto-comercial-veiculos-e-maquinas-s-a/pt004984/
TINTAS DYRUP, SA;https://dyrup.pt/
TINTAS ROBBIALAC, SA;https://tintasrobbialac.pt/
HOSPITAL CLÍNICO DAS AMOREIRAS. LDA;https://www.medipedia.pt/home/home.php?module=medilistaAnuncio&tipo=2&idmed=12077
EP;https://en.wikipedia.org/wiki/Extended_play
FORNOS E MÁQUINAS REKENA;https://www.infotrustgo.pt/empresa/fornos-e-maquinas-rekena-ca-lda
FEDERAÇÃO PORTUGUESA DE FUTEBOL;https://www.fpf.pt/
COMPANHIA PORTUGUESA DE AZEITES, SA;https://www.tuugo.pt/Companies/copaz-companhia-portuguesa-de-azeites-s.a5/0240003755701
COMPANHIA INDÚSTRIAL DE MADEIRAS AFRICANAS, SA;https://www.a-martins.pt/africa
SOCIEDADE INDÚSTRIAS ALIANÇA, SA;https://www.einforma.pt/servlet/app/portal/ENTP/prod/ETIQUETA_EMPRESA/nif/500540268/
COMPANHIA PORTUGUESA DE TREFILARIA, SA;https://restosdecoleccao.blogspot.com/2013/03/companhia-portuguesa-de-trefilaria.html
BANCO FONSECAS & BURNAY;https://www.bportugal.pt/arquivo/details?id=18178
CRÉDIT FRANCO PORTUGAIS, SA;https://restosdecoleccao.blogspot.com/2015/10/banco-credit-franco-portugais.html
ELECTRICIDADE DO SUL, SA;https://codigopostal.ciberforma.pt/dir/503293539/sle-electricidade-do-sul-s-a/
MERCAUTO METALO-MECÂNICA DE REPARAÇÃO E CONSTRUÇÃO DE AUTOMÓVEIS, LDª;https://www.guianet.pt/en/mercauto-metalomecanica-de-reparacao-e-construcao-de-automoveis-lda-274172
SOCIEDADE PORTUGUESA DE FIBROCIMENTO, SA;https://restosdecoleccao.blogspot.com/2014/07/lusalite.html
INSTITUTO DE FINANCIAMENTO E APOIO AO DESENVOLVIMENTO DA AGRICULTURA E PESCAS (IFADAP);https://www.ifap.pt/o-ifap2
SOCIEDADE DE EXPLORAÇÃO DE ESTABELECIMENTOS HOTELEIROS, LDª;https://empresite.jornaldenegocios.pt/GOLDEN-STAY-HOTELS-HOSTELS-EXPLORACAO-ESTABELECIMENTOS-HOTELEIROS-ALMADA.html
PORTUGUESA, SA;http://www.eip-sa.pt/en/
ASSOCIAÇAO NACIONAL DAS EMPRESAS LUTUOSAS;https://www.anel.pt/
